Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,99492,6,5
이스타항공,06:10,100678,6,10
이스타항공,06:15,94068,6,15
제주항공,06:15,94238,6,15
티웨이항공,06:20,94068,6,20
제주항공,06:25,103221,6,25
아시아나항공,06:25,114916,6,25
이스타항공,06:50,115085,6,50
아시아나항공,12:20,124916,12,20
제주항공,12:40,116441,12,40
티웨이항공,12:50,112882,12,50
이스타항공,12:55,115085,12,55
이스타항공,13:15,108136,13,15
제주항공,13:15,115763,13,15
티웨이항공,13:20,104746,13,20
대한항공,13:20,146950,13,20
제주항공,13:30,103221,13,30
대한항공,13:40,126441,13,40
대한항공,13:50,126441,13,50
아시아나항공,14:00,103221,14,0
아시아나항공,14:05,103221,14,5
아시아나항공,14:25,99492,14,25
티웨이항공,14:35,88814,14,35
이스타항공,14:35,94068,14,35
제주항공,14:40,97289,14,40
에어부산,14:55,89492,14,55
아시아나항공,14:55,99492,14,55
아시아나항공,15:05,97967,15,5
티웨이항공,15:15,83560,15,15
대한항공,15:20,126441,15,20
제주항공,15:25,91695,15,25
이스타항공,15:40,94068,15,40
제주항공,15:45,91695,15,45
아시아나항공,15:45,97967,15,45
이스타항공,15:55,94068,15,55
아시아나항공,15:55,103221,15,55
대한항공,16:00,126441,16,0
제주항공,16:05,97289,16,5
대한항공,16:25,126441,16,25
이스타항공,16:35,94068,16,35
대한항공,16:40,126441,16,40
제주항공,16:55,103221,16,55
티웨이항공,17:25,94068,17,25
티웨이항공,17:50,104746,17,50
아시아나항공,17:50,124916,17,50
에어부산,18:10,91695,18,10
티웨이항공,18:10,94068,18,10
이스타항공,18:10,94068,18,10
제주항공,18:15,97289,18,15
에어부산,18:20,91695,18,20
대한항공,18:20,126441,18,20
티웨이항공,18:25,88814,18,25
아시아나항공,18:25,124916,18,25
이스타항공,18:35,100678,18,35
아시아나항공,18:45,103221,18,45
티웨이항공,18:50,88814,18,50
대한항공,18:50,126441,18,50
아시아나항공,18:55,103221,18,55
제주항공,19:05,103221,19,5
이스타항공,19:25,115085,19,25
제주항공,19:35,116441,19,35
