Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,06:50,55763,6,50
아시아나항공,06:50,89662,6,50
이스타항공,07:00,59831,7,0
대한항공,07:05,82882,7,5
에어부산,07:20,72034,7,20
대한항공,07:35,119662,7,35
에어부산,07:55,72034,7,55
대한항공,10:10,82882,10,10
에어부산,11:45,73899,11,45
에어부산,12:00,72034,12,0
제주항공,12:20,71526,12,20
에어부산,13:20,62543,13,20
대한항공,13:50,82882,13,50
제주항공,14:30,54577,14,30
에어부산,14:40,60678,14,40
아시아나항공,14:40,89662,14,40
에어부산,15:00,72034,15,0
제주항공,15:30,54577,15,30
에어부산,17:00,45594,17,0
아시아나항공,17:00,89662,17,0
에어부산,17:05,42373,17,5
제주항공,17:05,50339,17,5
아시아나항공,17:05,89662,17,5
에어부산,17:35,44407,17,35
아시아나항공,17:35,89662,17,35
에어부산,17:55,72034,17,55
아시아나항공,17:55,89662,17,55
대한항공,19:10,82882,19,10
제주항공,19:30,44068,19,30
