Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:30,93899,6,30
아시아나항공,06:40,93899,6,40
대한항공,07:00,114746,7,0
아시아나항공,07:55,93899,7,55
티웨이항공,07:55,96102,7,55
이스타항공,08:10,80848,8,10
대한항공,08:10,114746,8,10
아시아나항공,08:20,89323,8,20
이스타항공,08:30,80848,8,30
티웨이항공,08:45,84577,8,45
아시아나항공,08:45,89323,8,45
이스타항공,08:50,80848,8,50
이스타항공,09:05,80848,9,5
대한항공,09:10,114746,9,10
아시아나항공,09:20,85424,9,20
에어부산,09:40,76272,9,40
제주항공,09:45,96950,9,45
이스타항공,09:50,86102,9,50
아시아나항공,09:50,89323,9,50
티웨이항공,10:00,84577,10,0
대한항공,10:10,114746,10,10
아시아나항공,10:20,93899,10,20
대한항공,10:20,114746,10,20
제주항공,10:35,97628,10,35
제주항공,10:50,88984,10,50
티웨이항공,11:05,84577,11,5
대한항공,11:10,114746,11,10
이스타항공,11:35,80848,11,35
티웨이항공,11:35,81526,11,35
티웨이항공,11:40,78475,11,40
제주항공,11:40,88984,11,40
대한항공,11:40,114746,11,40
대한항공,12:00,114746,12,0
제주항공,12:05,94238,12,5
아시아나항공,12:10,93899,12,10
티웨이항공,12:15,81526,12,15
제주항공,12:20,94238,12,20
아시아나항공,12:35,89323,12,35
이스타항공,12:45,86102,12,45
대한항공,12:50,114746,12,50
이스타항공,13:00,86102,13,0
대한항공,13:00,114746,13,0
에어부산,13:10,84577,13,10
아시아나항공,13:10,93899,13,10
제주항공,13:25,94238,13,25
티웨이항공,13:30,88645,13,30
이스타항공,13:30,92543,13,30
대한항공,13:45,114746,13,45
아시아나항공,13:50,93899,13,50
아시아나항공,14:10,103390,14,10
아시아나항공,14:20,103390,14,20
대한항공,14:30,114746,14,30
이스타항공,14:45,97289,14,45
이스타항공,14:55,97289,14,55
티웨이항공,15:05,96102,15,5
대한항공,15:10,114746,15,10
대한항공,15:20,114746,15,20
대한항공,15:40,114746,15,40
티웨이항공,15:50,96102,15,50
아시아나항공,15:50,112712,15,50
아시아나항공,15:55,112712,15,55
대한항공,16:10,114746,16,10
에어부산,16:20,92882,16,20
티웨이항공,16:20,97628,16,20
아시아나항공,16:25,112712,16,25
아시아나항공,16:55,112712,16,55
대한항공,17:00,114746,17,0
아시아나항공,17:00,117458,17,0
대한항공,17:20,114746,17,20
아시아나항공,17:40,117458,17,40
제주항공,17:50,97628,17,50
대한항공,18:15,114746,18,15
대한항공,18:40,114746,18,40
대한항공,19:00,114746,19,0
아시아나항공,19:00,117458,19,0
아시아나항공,19:30,117458,19,30
대한항공,19:50,114746,19,50
아시아나항공,19:50,117458,19,50
대한항공,20:30,114746,20,30
아시아나항공,20:50,103390,20,50
대한항공,20:50,114746,20,50
아시아나항공,20:55,103390,20,55
제주항공,21:05,97628,21,5
아시아나항공,21:10,112712,21,10
